Tag	VR	Name	
(0044,0013)	SQ	Product Parameter Sequence	
(0044,0019)	SQ	Substance Administration Parameter Sequence	
(0046,0012)	LO	Lens Description	
(0046,0014)	SQ	Right Lens Sequence	
(0046,0015)	SQ	Left Lens Sequence	
(0046,0016)	SQ	Unspecified Laterality Lens Sequence	
(0046,0018)	SQ	Cylinder Sequence	
(0046,0028)	SQ	Prism Sequence	
(0046,0030)	FD	Horizontal Prism Power	
(0046,0032)	CS	Horizontal Prism Base	
(0046,0034)	FD	Vertical Prism Power	
(0046,0036)	CS	Vertical Prism Base	
(0046,0038)	CS	Lens Segment Type	
(0046,0040)	FD	Optical Transmittance	
(0046,0042)	FD	Channel Width	
(0046,0044)	FD	Pupil Size	
(0046,0046)	FD	Corneal Size	
(0046,0050)	SQ	Autorefraction Right Eye Sequence	
(0046,0052)	SQ	Autorefraction Left Eye Sequence	
(0046,0060)	FD	Distance Pupillary Distance	
(0046,0062)	FD	Near Pupillary Distance	
(0046,0063)	FD	Intermediate Pupillary Distance	
(0046,0064)	FD	Other Pupillary Distance	
(0046,0070)	SQ	Keratometry Right Eye Sequence	
(0046,0071)	SQ	Keratometry Left Eye Sequence	
(0046,0074)	SQ	Steep Keratometric Axis Sequence	
(0046,0075)	FD	Radius of Curvature	
(0046,0076)	FD	Keratometric Power	
(0046,0077)	FD	Keratometric Axis	
(0046,0080)	SQ	Flat Keratometric Axis Sequence	
(0046,0092)	CS	Background Color	
(0046,0094)	CS	Optotype	
(0046,0095)	CS	Optotype Presentation	
(0046,0097)	SQ	Subjective Refraction Right Eye Sequence	
(0046,0098)	SQ	Subjective Refraction Left Eye Sequence	
(0046,0100)	SQ	Add Near Sequence	
(0046,0101)	SQ	Add Intermediate Sequence	
(0046,0102)	SQ	Add Other Sequence	
(0046,0104)	FD	Add Power	
(0046,0106)	FD	Viewing Distance	
(0046,0121)	SQ	Visual Acuity Type Code Sequence	
(0046,0122)	SQ	Visual Acuity Right Eye Sequence	
(0046,0123)	SQ	Visual Acuity Left Eye Sequence	
(0046,0124)	SQ	Visual Acuity Both Eyes Open Sequence	
(0046,0125)	CS	Viewing Distance Type	
(0046,0135)	SS	Visual Acuity Modifiers	
(0046,0137)	FD	Decimal Visual Acuity	
(0046,0139)	LO	Optotype Detailed Definition	
(0046,0145)	SQ	Referenced Refractive Measurements Sequence	
(0046,0146)	FD	Sphere Power	
(0046,0147)	FD	Cylinder Power	
(0046,0201)	CS	Corneal Topography Surface	
(0046,0202)	FL	Corneal Vertex Location	
(0046,0203)	FL	Pupil Centroid X-Coordinate	
(0046,0204)	FL	Pupil Centroid Y-Coordinate	
(0046,0205)	FL	Equivalent Pupil Radius	
(0046,0207)	SQ	Corneal Topography Map Type Code Sequence	
(0046,0208)	IS	Vertices of the Outline of Pupil	
(0046,0210)	SQ	Corneal Topography Mapping Normals Sequence	
(0046,0211)	SQ	Maximum Corneal Curvature Sequence	
(0046,0212)	FL	Maximum Corneal Curvature	
(0046,0213)	FL	Maximum Corneal Curvature Location	
(0046,0215)	SQ	Minimum Keratometric Sequence	
(0046,0218)	SQ	Simulated Keratometric Cylinder Sequence	
(0046,0220)	FL	Average Corneal Power	
(0046,0224)	FL	Corneal I-S Value	
(0046,0227)	FL	Analyzed Area	
(0046,0230)	FL	Surface Regularity Index	
(0046,0232)	FL	Surface Asymmetry Index	
(0046,0234)	FL	Corneal Eccentricity Index	
(0046,0236)	FL	Keratoconus Prediction Index	
(0046,0238)	FL	Decimal Potential Visual Acuity	
(0046,0242)	CS	Corneal Topography Map Quality Evaluation	
(0046,0244)	SQ	Source Image Corneal Processed Data Sequence	
(0046,0247)	FL	Corneal Point Location	
(0046,0248)	CS	Corneal Point Estimated	
(0046,0249)	FL	Axial Power	
(0046,0250)	FL	Tangential Power	
(0046,0251)	FL	Refractive Power	
(0046,0252)	FL	Relative Elevation	
(0046,0253)	FL	Corneal Wavefront	
(0048,0001)	FL	Imaged Volume Width	
(0048,0002)	FL	Imaged Volume Height	
(0048,0003)	FL	Imaged Volume Depth	
(0048,0006)	UL	Total Pixel Matrix Columns	
(0048,0007)	UL	Total Pixel Matrix Rows	
(0048,0008)	SQ	Total Pixel Matrix Origin Sequence	
(0048,0010)	CS	Specimen Label in Image	
(0048,0011)	CS	Focus Method	
(0048,0012)	CS	Extended Depth of Field	
(0048,0013)	US	Number of Focal Planes	
(0048,0014)	FL	Distance Between Focal Planes	
(0048,0015)	US	Recommended Absent Pixel CIELab Value	
(0048,0100)	SQ	Illuminator Type Code Sequence	
(0048,0102)	DS	Image Orientation (Slide)	
(0048,0105)	SQ	Optical Path Sequence	
(0048,0106)	SH	Optical Path Identifier	
(0048,0107)	ST	Optical Path Description	
(0048,0108)	SQ	Illumination Color Code Sequence	
(0048,0110)	SQ	Specimen Reference Sequence	
(0048,0111)	DS	Condenser Lens Power	
(0048,0112)	DS	Objective Lens Power	
(0048,0113)	DS	Objective Lens Numerical Aperture	
(0048,0120)	SQ	Palette Color Lookup Table Sequence	
(0048,0200)	SQ	Referenced Image Navigation Sequence	
(0048,0201)	US	Top Left Hand Corner of Localizer Area	
(0048,0202)	US	Bottom Right Hand Corner of Localizer Area	
(0048,0207)	SQ	Optical Path Identification Sequence	
(0048,021A)	SQ	Plane Position (Slide) Sequence	
(0048,021E)	SL	Column Position In Total Image Pixel Matrix	
(0048,021F)	SL	Row Position In Total Image Pixel Matrix	
(0048,0301)	CS	Pixel Origin Interpretation	
(0050,0004)	CS	Calibration Image	
(0050,0010)	SQ	Device Sequence	
(0050,0012)	SQ	Container Component Type Code Sequence	
(0050,0013)	FD	Container Component Thickness	
(0050,0014)	DS	Device Length	
(0050,0015)	FD	Container Component Width	
(0050,0016)	DS	Device Diameter	
(0050,0017)	CS	Device Diameter Units	
(0050,0018)	DS	Device Volume	
(0050,0019)	DS	Inter-Marker Distance	
(0050,001A)	CS	Container Component Material	
(0050,001B)	LO	Container Component ID	
(0050,001C)	FD	Container Component Length	
(0050,001D)	FD	Container Component Diameter	
(0050,001E)	LO	Container Component Description	
(0050,0020)	LO	Device Description	
(0052,0001)	FL	Contrast/Bolus Ingredient Percent by Volume	
(0052,0002)	FD	OCT Focal Distance	
(0052,0003)	FD	Beam Spot Size	
(0052,0004)	FD	Effective Refractive Index	
(0052,0006)	CS	OCT Acquisition Domain	
(0052,0007)	FD	OCT Optical Center Wavelength	
(0052,0008)	FD	Axial Resolution	
(0052,0009)	FD	Ranging Depth	
(0052,0011)	FD	A-line Rate	
(0052,0012)	US	A-lines Per Frame	
(0052,0013)	FD	Catheter Rotational Rate	
(0052,0014)	FD	A-line Pixel Spacing	
(0052,0016)	SQ	Mode of Percutaneous Access Sequence	
(0052,0025)	SQ	Intravascular OCT Frame Type Sequence	
(0052,0026)	CS	OCT Z Offset Applied	
(0052,0027)	SQ	Intravascular Frame Content Sequence	
(0052,0028)	FD	Intravascular Longitudinal Distance	
(0052,0029)	SQ	Intravascular OCT Frame Content Sequence	
(0052,0030)	SS	OCT Z Offset Correction	
(0052,0031)	CS	Catheter Direction of Rotation	
(0052,0033)	FD	Seam Line Location	
(0052,0034)	FD	First A-line Location	
(0052,0036)	US	Seam Line Index	
(0052,0038)	US	Number of Padded A-lines	
(0052,0039)	CS	Interpolation Type	
(0052,003A)	CS	Refractive Index Applied	
(0054,0010)	US	Energy Window Vector	
(0054,0011)	US	Number of Energy Windows	
(0054,0012)	SQ	Energy Window Information Sequence	
(0054,0013)	SQ	Energy Window Range Sequence	
(0054,0014)	DS	Energy Window Lower Limit	
(0054,0015)	DS	Energy Window Upper Limit	
(0054,0016)	SQ	Radiopharmaceutical Information Sequence	
(0054,0017)	IS	Residual Syringe Counts	
(0054,0018)	SH	Energy Window Name	
(0054,0020)	US	Detector Vector	
(0054,0021)	US	Number of Detectors	
(0054,0022)	SQ	Detector Information Sequence	
(0054,0030)	US	Phase Vector	
(0054,0031)	US	Number of Phases	
(0054,0032)	SQ	Phase Information Sequence	
(0054,0033)	US	Number of Frames in Phase	
(0054,0036)	IS	Phase Delay	
(0054,0038)	IS	Pause Between Frames	
(0054,0039)	CS	Phase Description	
(0054,0050)	US	Rotation Vector	
(0054,0051)	US	Number of Rotations	
(0054,0052)	SQ	Rotation Information Sequence	
(0054,0053)	US	Number of Frames in Rotation	
(0054,0060)	US	R-R Interval Vector	
(0054,0061)	US	Number of R-R Intervals	
(0054,0062)	SQ	Gated Information Sequence	
(0054,0063)	SQ	Data Information Sequence	
(0054,0070)	US	Time Slot Vector	
(0054,0071)	US	Number of Time Slots	
(0054,0072)	SQ	Time Slot Information Sequence	
(0054,0073)	DS	Time Slot Time	
(0054,0080)	US	Slice Vector	
(0054,0081)	US	Number of Slices	
(0054,0090)	US	Angular View Vector	
(0054,0100)	US	Time Slice Vector	
(0054,0101)	US	Number of Time Slices	
(0054,0200)	DS	Start Angle	
(0054,0202)	CS	Type of Detector Motion	
(0054,0210)	IS	Trigger Vector	
(0054,0211)	US	Number of Triggers in Phase	
(0054,0220)	SQ	View Code Sequence	
(0054,0222)	SQ	View Modifier Code Sequence	
(0054,0300)	SQ	Radionuclide Code Sequence	
(0054,0302)	SQ	Administration Route Code Sequence	
(0054,0304)	SQ	Radiopharmaceutical Code Sequence	
(0054,0306)	SQ	Calibration Data Sequence	
(0054,0308)	US	Energy Window Number	
(0054,0400)	SH	Image ID	
(0054,0410)	SQ	Patient Orientation Code Sequence	
(0054,0412)	SQ	Patient Orientation Modifier Code Sequence	
(0054,0414)	SQ	Patient Gantry Relationship Code Sequence	
(0054,0500)	CS	Slice Progression Direction	
(0054,0501)	CS	Scan Progression Direction	
(0054,1000)	CS	Series Type	
(0054,1001)	CS	Units	
(0054,1002)	CS	Counts Source	
(0054,1004)	CS	Reprojection Method	
(0054,1006)	CS	SUV Type	
(0054,1100)	CS	Randoms Correction Method	
(0054,1101)	LO	Attenuation Correction Method	
(0054,1102)	CS	Decay Correction	
(0054,1103)	LO	Reconstruction Method	
(0054,1104)	LO	Detector Lines of Response Used	
(0054,1105)	LO	Scatter Correction Method	
(0054,1200)	DS	Axial Acceptance	
(0054,1201)	IS	Axial Mash	
(0054,1202)	IS	Transverse Mash	
(0054,1203)	DS	Detector Element Size	
(0054,1210)	DS	Coincidence Window Width	
(0054,1220)	CS	Secondary Counts Type	
(0054,1300)	DS	Frame Reference Time	
(0054,1310)	IS	Primary (Prompts) Counts Accumulated	
(0054,1311)	IS	Secondary Counts Accumulated	
(0054,1320)	DS	Slice Sensitivity Factor	
(0054,1321)	DS	Decay Factor	
(0054,1322)	DS	Dose Calibration Factor	
(0054,1323)	DS	Scatter Fraction Factor	
(0054,1324)	DS	Dead Time Factor	
(0054,1330)	US	Image Index	
(0054,1400)	CS	Counts Included	Retired
(0054,1401)	CS	Dead Time Correction Flag	Retired
(0060,3000)	SQ	Histogram Sequence	
(0060,3002)	US	Histogram Number of Bins	
(0060,3004)	US or SS	Histogram First Bin Value	
(0060,3006)	US or SS	Histogram Last Bin Value	
(0060,3008)	US	Histogram Bin Width	
(0060,3010)	LO	Histogram Explanation	
(0060,3020)	UL	Histogram Data	
(0062,0001)	CS	Segmentation Type	
(0062,0002)	SQ	Segment Sequence	
(0062,0003)	SQ	Segmented Property Category Code Sequence	
(0062,0004)	US	Segment Number	
(0062,0005)	LO	Segment Label	
(0062,0006)	ST	Segment Description	
(0062,0008)	CS	Segment Algorithm Type	
(0062,0009)	LO	Segment Algorithm Name	
(0062,000A)	SQ	Segment Identification Sequence	
(0062,000B)	US	Referenced Segment Number	
(0062,000C)	US	Recommended Display Grayscale Value	
(0062,000D)	US	Recommended Display CIELab Value	
(0062,000E)	US	Maximum Fractional Value	
(0062,000F)	SQ	Segmented Property Type Code Sequence	
(0062,0010)	CS	Segmentation Fractional Type	
(0062,0011)	SQ	Segmented Property Type Modifier Code Sequence	
(0062,0012)	SQ	Used Segments Sequence	
(0062,0020)	UT	Tracking ID	
(0062,0021)	UI	Tracking UID	
(0064,0002)	SQ	Deformable Registration Sequence	
(0064,0003)	UI	Source Frame of Reference UID	
(0064,0005)	SQ	Deformable Registration Grid Sequence	
(0064,0007)	UL	Grid Dimensions	
(0064,0008)	FD	Grid Resolution	
(0064,0009)	OF	Vector Grid Data	
(0064,000F)	SQ	Pre Deformation Matrix Registration Sequence	
(0064,0010)	SQ	Post Deformation Matrix Registration Sequence	
(0066,0001)	UL	Number of Surfaces	
(0066,0002)	SQ	Surface Sequence	
(0066,0003)	UL	Surface Number	
(0066,0004)	LT	Surface Comments	
(0066,0009)	CS	Surface Processing	
(0066,000A)	FL	Surface Processing Ratio	
(0066,000B)	LO	Surface Processing Description	
(0066,000C)	FL	Recommended Presentation Opacity	
(0066,000D)	CS	Recommended Presentation Type	
(0066,000E)	CS	Finite Volume	
(0066,0010)	CS	Manifold	
(0066,0011)	SQ	Surface Points Sequence	
(0066,0012)	SQ	Surface Points Normals Sequence	
(0066,0013)	SQ	Surface Mesh Primitives Sequence	
(0066,0015)	UL	Number of Surface Points	
(0066,0016)	OF	Point Coordinates Data	
(0066,0017)	FL	Point Position Accuracy	
(0066,0018)	FL	Mean Point Distance	
(0066,0019)	FL	Maximum Point Distance	
(0066,001A)	FL	Points Bounding Box Coordinates	
(0066,001B)	FL	Axis of Rotation	
(0066,001C)	FL	Center of Rotation	
(0066,001E)	UL	Number of Vectors	
(0066,001F)	US	Vector Dimensionality	
(0066,0020)	FL	Vector Accuracy	
(0066,0021)	OF	Vector Coordinate Data	
(0066,0023)	OW	Triangle Point Index List	Retired
(0066,0024)	OW	Edge Point Index List	Retired
(0066,0025)	OW	Vertex Point Index List	Retired
(0066,0026)	SQ	Triangle Strip Sequence	
(0066,0027)	SQ	Triangle Fan Sequence	
(0066,0028)	SQ	Line Sequence	
(0066,0029)	OW	Primitive Point Index List	Retired
(0066,002A)	UL	Surface Count	
(0066,002B)	SQ	Referenced Surface Sequence	
(0066,002C)	UL	Referenced Surface Number	
(0066,002D)	SQ	Segment Surface Generation Algorithm Identification Sequence	
(0066,002E)	SQ	Segment Surface Source Instance Sequence	
(0066,002F)	SQ	Algorithm Family Code Sequence	
(0066,0030)	SQ	Algorithm Name Code Sequence	
(0066,0031)	LO	Algorithm Version	
(0066,0032)	LT	Algorithm Parameters	
(0066,0034)	SQ	Facet Sequence	
(0066,0035)	SQ	Surface Processing Algorithm Identification Sequence	
(0066,0036)	LO	Algorithm Name	
(0066,0037)	FL	Recommended Point Radius	
(0066,0038)	FL	Recommended Line Thickness	
(0066,0040)	OL	Long Primitive Point Index List	
(0066,0041)	OL	Long Triangle Point Index List	
(0066,0042)	OL	Long Edge Point Index List	
(0066,0043)	OL	Long Vertex Point Index List	
(0066,0101)	SQ	Track Set Sequence	
(0066,0102)	SQ	Track Sequence	
(0066,0103)	OW	Recommended Display CIELab Value List	
(0066,0104)	SQ	Tracking Algorithm Identification Sequence	
(0066,0105)	UL	Track Set Number	
(0066,0106)	LO	Track Set Label	
(0066,0107)	UT	Track Set Description	
(0066,0108)	SQ	Track Set Anatomical Type Code Sequence	
(0066,0121)	SQ	Measurements Sequence	
(0066,0124)	SQ	Track Set Statistics Sequence	
(0066,0125)	OF	Floating Point Values	
(0066,0129)	OL	Track Point Index List	
(0066,0130)	SQ	Track Statistics Sequence	
(0066,0132)	SQ	Measurement Values Sequence	
(0066,0133)	SQ	Diffusion Acquisition Code Sequence	
(0066,0134)	SQ	Diffusion Model Code Sequence	
(0068,6210)	LO	Implant Size	
(0068,6221)	LO	Implant Template Version	
(0068,6222)	SQ	Replaced Implant Template Sequence	
(0068,6223)	CS	Implant Type	
(0068,6224)	SQ	Derivation Implant Template Sequence	
(0068,6225)	SQ	Original Implant Template Sequence	
(0068,6226)	DT	Effective DateTime	
(0068,6230)	SQ	Implant Target Anatomy Sequence	
(0068,6260)	SQ	Information From Manufacturer Sequence	
(0068,6265)	SQ	Notification From Manufacturer Sequence	
(0068,6270)	DT	Information Issue DateTime	
(0068,6280)	ST	Information Summary	
(0068,62A0)	SQ	Implant Regulatory Disapproval Code Sequence	
(0068,62A5)	FD	Overall Template Spatial Tolerance	
(0068,62C0)	SQ	HPGL Document Sequence	
(0068,62D0)	US	HPGL Document ID	
(0068,62D5)	LO	HPGL Document Label	
(0068,62E0)	SQ	View Orientation Code Sequence	
(0068,62F0)	FD	View Orientation Modifier	
(0068,62F2)	FD	HPGL Document Scaling	
(0068,6300)	OB	HPGL Document	
(0068,6310)	US	HPGL Contour Pen Number	
(0068,6320)	SQ	HPGL Pen Sequence	
(0068,6330)	US	HPGL Pen Number	
(0068,6340)	LO	HPGL Pen Label	
(0068,6345)	ST	HPGL Pen Description	
(0068,6346)	FD	Recommended Rotation Point	
(0068,6347)	FD	Bounding Rectangle	
(0068,6350)	US	Implant Template 3D Model Surface Number	
(0068,6360)	SQ	Surface Model Description Sequence	
(0068,6380)	LO	Surface Model Label	
(0068,6390)	FD	Surface Model Scaling Factor	
(0068,63A0)	SQ	Materials Code Sequence	
(0068,63A4)	SQ	Coating Materials Code Sequence	
(0068,63A8)	SQ	Implant Type Code Sequence	
(0068,63AC)	SQ	Fixation Method Code Sequence	
(0068,63B0)	SQ	Mating Feature Sets Sequence	
(0068,63C0)	US	Mating Feature Set ID	
(0068,63D0)	LO	Mating Feature Set Label	
(0068,63E0)	SQ	Mating Feature Sequence	
(0068,63F0)	US	Mating Feature ID	
(0068,6400)	SQ	Mating Feature Degree of Freedom Sequence	
(0068,6410)	US	Degree of Freedom ID	
(0068,6420)	CS	Degree of Freedom Type	
(0068,6430)	SQ	2D Mating Feature Coordinates Sequence	
(0068,6440)	US	Referenced HPGL Document ID	
(0068,6450)	FD	2D Mating Point	
(0068,6460)	FD	2D Mating Axes	
(0068,6470)	SQ	2D Degree of Freedom Sequence	
(0068,6490)	FD	3D Degree of Freedom Axis	
(0068,64A0)	FD	Range of Freedom	
(0068,64C0)	FD	3D Mating Point	
(0068,64D0)	FD	3D Mating Axes	
(0068,64F0)	FD	2D Degree of Freedom Axis	
(0068,6500)	SQ	Planning Landmark Point Sequence	
(0068,6510)	SQ	Planning Landmark Line Sequence	
(0068,6520)	SQ	Planning Landmark Plane Sequence	
(0068,6530)	US	Planning Landmark ID	
(0068,6540)	LO	Planning Landmark Description	
(0068,6545)	SQ	Planning Landmark Identification Code Sequence	
(0068,6550)	SQ	2D Point Coordinates Sequence	
(0068,6560)	FD	2D Point Coordinates	
(0068,6590)	FD	3D Point Coordinates	
(0068,65A0)	SQ	2D Line Coordinates Sequence	
(0068,65B0)	FD	2D Line Coordinates	
(0068,65D0)	FD	3D Line Coordinates	
(0068,65E0)	SQ	2D Plane Coordinates Sequence	
(0068,65F0)	FD	2D Plane Intersection	
(0068,6610)	FD	3D Plane Origin	
(0068,6620)	FD	3D Plane Normal	
(0070,0001)	SQ	Graphic Annotation Sequence	
(0070,0002)	CS	Graphic Layer	
(0070,0003)	CS	Bounding Box Annotation Units	
(0070,0004)	CS	Anchor Point Annotation Units	
(0070,0005)	CS	Graphic Annotation Units	
(0070,0006)	ST	Unformatted Text Value	
(0070,0008)	SQ	Text Object Sequence	
(0070,0009)	SQ	Graphic Object Sequence	
(0070,0010)	FL	Bounding Box Top Left Hand Corner	
(0070,0011)	FL	Bounding Box Bottom Right Hand Corner	
(0070,0012)	CS	Bounding Box Text Horizontal Justification	
(0070,0014)	FL	Anchor Point	
(0070,0015)	CS	Anchor Point Visibility	
(0070,0020)	US	Graphic Dimensions	
(0070,0021)	US	Number of Graphic Points	
(0070,0022)	FL	Graphic Data	
(0070,0023)	CS	Graphic Type	
(0070,0024)	CS	Graphic Filled	
(0070,0040)	IS	Image Rotation (Retired)	Retired
(0070,0041)	CS	Image Horizontal Flip	
(0070,0042)	US	Image Rotation	
(0070,0050)	US	Displayed Area Top Left Hand Corner (Trial)	Retired
(0070,0051)	US	Displayed Area Bottom Right Hand Corner (Trial)	Retired
(0070,0052)	SL	Displayed Area Top Left Hand Corner	
(0070,0053)	SL	Displayed Area Bottom Right Hand Corner	
(0070,005A)	SQ	Displayed Area Selection Sequence	
(0070,0060)	SQ	Graphic Layer Sequence	
(0070,0062)	IS	Graphic Layer Order	
(0070,0066)	US	Graphic Layer Recommended Display Grayscale Value	
(0070,0067)	US	Graphic Layer Recommended Display RGB Value	Retired
(0070,0068)	LO	Graphic Layer Description	
(0070,0080)	CS	Content Label	
(0070,0081)	LO	Content Description	
(0070,0082)	DA	Presentation Creation Date	
(0070,0083)	TM	Presentation Creation Time	
(0070,0084)	PN	Content Creator's Name	
(0070,0086)	SQ	Content Creator's Identification Code Sequence	
(0070,0087)	SQ	Alternate Content Description Sequence	
(0070,0100)	CS	Presentation Size Mode	
(0070,0101)	DS	Presentation Pixel Spacing	
(0070,0102)	IS	Presentation Pixel Aspect Ratio	
(0070,0103)	FL	Presentation Pixel Magnification Ratio	
(0070,0207)	LO	Graphic Group Label	
(0070,0208)	ST	Graphic Group Description	
(0070,0209)	SQ	Compound Graphic Sequence	
(0070,0226)	UL	Compound Graphic Instance ID	
(0070,0227)	LO	Font Name	
(0070,0228)	CS	Font Name Type	
(0070,0229)	LO	CSS Font Name	
(0070,0230)	FD	Rotation Angle	
(0070,0231)	SQ	Text Style Sequence	
(0070,0232)	SQ	Line Style Sequence	
(0070,0233)	SQ	Fill Style Sequence	
(0070,0234)	SQ	Graphic Group Sequence	
(0070,0241)	US	Text Color CIELab Value	
(0070,0242)	CS	Horizontal Alignment	
(0070,0243)	CS	Vertical Alignment	
(0070,0244)	CS	Shadow Style	
(0070,0245)	FL	Shadow Offset X	
(0070,0246)	FL	Shadow Offset Y	
(0070,0247)	US	Shadow Color CIELab Value	
(0070,0248)	CS	Underlined	
(0070,0249)	CS	Bold	
(0070,0250)	CS	Italic	
(0070,0251)	US	Pattern On Color CIELab Value	
(0070,0252)	US	Pattern Off Color CIELab Value	
(0070,0253)	FL	Line Thickness	
(0070,0254)	CS	Line Dashing Style	
(0070,0255)	UL	Line Pattern	
(0070,0256)	OB	Fill Pattern	
(0070,0257)	CS	Fill Mode	
(0070,0258)	FL	Shadow Opacity	
(0070,0261)	FL	Gap Length	
(0070,0262)	FL	Diameter of Visibility	
(0070,0273)	FL	Rotation Point	
(0070,0274)	CS	Tick Alignment	
(0070,0278)	CS	Show Tick Label	
(0070,0279)	CS	Tick Label Alignment	
(0070,0282)	CS	Compound Graphic Units	
(0070,0284)	FL	Pattern On Opacity	
(0070,0285)	FL	Pattern Off Opacity	
(0070,0287)	SQ	Major Ticks Sequence	
(0070,0288)	FL	Tick Position	
(0070,0289)	SH	Tick Label	
(0070,0294)	CS	Compound Graphic Type	
(0070,0295)	UL	Graphic Group ID	
(0070,0306)	CS	Shape Type	
(0070,0308)	SQ	Registration Sequence	
(0070,0309)	SQ	Matrix Registration Sequence	
(0070,030A)	SQ	Matrix Sequence	
(0070,030B)	FD	Frame of Reference to Displayed Coordinate System Transformation Matrix	
(0070,030C)	CS	Frame of Reference Transformation Matrix Type	
(0070,030D)	SQ	Registration Type Code Sequence	
(0070,030F)	ST	Fiducial Description	
(0070,0310)	SH	Fiducial Identifier	
(0070,0311)	SQ	Fiducial Identifier Code Sequence	
(0070,0312)	FD	Contour Uncertainty Radius	
(0070,0314)	SQ	Used Fiducials Sequence	
(0070,0318)	SQ	Graphic Coordinates Data Sequence	
(0070,031A)	UI	Fiducial UID	
(0070,031C)	SQ	Fiducial Set Sequence	
(0070,031E)	SQ	Fiducial Sequence	
(0070,0401)	US	Graphic Layer Recommended Display CIELab Value	
(0070,0402)	SQ	Blending Sequence	
(0070,0403)	FL	Relative Opacity	
(0070,0404)	SQ	Referenced Spatial Registration Sequence	
(0070,0405)	CS	Blending Position	
(0070,1101)	UI	Presentation Display Collection UID	
(0070,1102)	UI	Presentation Sequence Collection UID	
(0070,1103)	US	Presentation Sequence Position Index	
(0070,1104)	SQ	Rendered Image Reference Sequence	
(0070,1201)	SQ	Volumetric Presentation State Input Sequence	
(0070,1202)	CS	Presentation Input Type	
(0070,1203)	US	Input Sequence Position Index	
(0070,1204)	CS	Crop	
(0070,1205)	US	Cropping Specification Index	
(0070,1206)	CS	Compositing Method	
(0070,1207)	US	Volumetric Presentation Input Number	
(0070,1208)	CS	Image Volume Geometry	
(0070,1301)	SQ	Volume Cropping Sequence	
(0070,1302)	CS	Volume Cropping Method	
(0070,1303)	FD	Bounding Box Crop	
(0070,1304)	SQ	Oblique Cropping Plane Sequence	
(0070,1305)	FD	Plane	
(0070,1306)	FD	Plane Normal	
(0070,1309)	US	Cropping Specification Number	
(0070,1501)	CS	Multi-Planar Reconstruction Style	
(0070,1502)	CS	MPR Thickness Type	
(0070,1503)	FD	MPR Slab Thickness	
(0070,1505)	FD	MPR Top Left Hand Corner	
(0070,1507)	FD	MPR View Width Direction	
(0070,1508)	FD	MPR View Width	
(0070,150C)	UL	Number of Volumetric Curve Points	
(0070,150D)	OD	Volumetric Curve Points	
(0070,1511)	FD	MPR View Height Direction	
(0070,1512)	FD	MPR View Height	
(0070,1801)	SQ	Presentation State Classification Component Sequence	
(0070,1802)	CS	Component Type	
(0070,1803)	SQ	Component Input Sequence	
(0070,1804)	US	Volumetric Presentation Input Index	
(0070,1805)	SQ	Presentation State Compositor Component Sequence	
(0070,1806)	SQ	Weighting Transfer Function Sequence	
(0070,1807)	US	Weighting Lookup Table Descriptor	
(0070,1808)	OB	Weighting Lookup Table Data	
(0070,1901)	SQ	Volumetric Annotation Sequence	
(0070,1903)	SQ	Referenced Structured Context Sequence	
(0070,1904)	UI	Referenced Content Item	
(0070,1905)	SQ	Volumetric Presentation Input Annotation Sequence	
(0070,1907)	CS	Annotation Clipping	
(0070,1A01)	CS	Presentation Animation Style	
(0070,1A03)	FD	Recommended Animation Rate	
(0070,1A04)	SQ	Animation Curve Sequence	
(0070,1A05)	FD	Animation Step Size	
(0072,0002)	SH	Hanging Protocol Name	
(0072,0004)	LO	Hanging Protocol Description	
(0072,0006)	CS	Hanging Protocol Level	
(0072,0008)	LO	Hanging Protocol Creator	
(0072,000A)	DT	Hanging Protocol Creation DateTime	
(0072,000C)	SQ	Hanging Protocol Definition Sequence	
(0072,000E)	SQ	Hanging Protocol User Identification Code Sequence	
(0072,0010)	LO	Hanging Protocol User Group Name	
(0072,0012)	SQ	Source Hanging Protocol Sequence	
(0072,0014)	US	Number of Priors Referenced	
(0072,0020)	SQ	Image Sets Sequence	
(0072,0022)	SQ	Image Set Selector Sequence	
(0072,0024)	CS	Image Set Selector Usage Flag	
(0072,0026)	AT	Selector Attribute	
(0072,0028)	US	Selector Value Number	
(0072,0030)	SQ	Time Based Image Sets Sequence	
(0072,0032)	US	Image Set Number	
(0072,0034)	CS	Image Set Selector Category	
(0072,0038)	US	Relative Time	
(0072,003A)	CS	Relative Time Units	
(0072,003C)	SS	Abstract Prior Value	
(0072,003E)	SQ	Abstract Prior Code Sequence	
(0072,0040)	LO	Image Set Label	
(0072,0050)	CS	Selector Attribute VR	
(0072,0052)	AT	Selector Sequence Pointer	
(0072,0054)	LO	Selector Sequence Pointer Private Creator	
(0072,0056)	LO	Selector Attribute Private Creator	
(0072,005E)	AE	Selector AE Value	
(0072,005F)	AS	Selector AS Value	
(0072,0060)	AT	Selector AT Value	
(0072,0061)	DA	Selector DA Value	
(0072,0062)	CS	Selector CS Value	
(0072,0063)	DT	Selector DT Value	
(0072,0064)	IS	Selector IS Value	
(0072,0065)	OB	Selector OB Value	
(0072,0066)	LO	Selector LO Value	
(0072,0067)	OF	Selector OF Value	
(0072,0068)	LT	Selector LT Value	
(0072,0069)	OW	Selector OW Value	
(0072,006A)	PN	Selector PN Value	
(0072,006B)	TM	Selector TM Value	
(0072,006C)	SH	Selector SH Value	
